음식ID,이름,탄,단,지
59708,초콜릿_펠코론도52,60.0,6.67,40.0
59709,초콜릿_포레다크,47.6,5.5,35.0
59710,초콜릿_포숑에콰도르다크초콜릿,34.0,8.0,45.0
59711,초콜릿_폰덴트레지나다크초콜릿커버춰,43.0,7.0,40.0
59712,초콜릿_프랄린르노아,39.0,6.0,35.0
59713,초콜릿_프랄린무스다크,39.0,7.0,44.0
59714,초콜릿_프랄린솔티,52.0,3.8,27.6
59715,초콜릿_프랄린파베,33.0,5.0,56.0
59716,초콜릿_프리미엄화이트,47.66,6.25,35.16
59717,초콜릿_플라트카카오케이디센시리온,42.0,6.0,43.5
59718,초콜릿_피라미드500,32.0,9.2,46.0
59719,초콜릿_피사컵다크,59.0,6.0,32.0
59720,초콜릿_피스톨데코72디앤지,29.0,8.0,43.0
59721,초콜릿_피스톨데코85디앤지,28.0,8.7,50.2
59722,과·채주스_청포도한송이,13.85,3.08,0.38
59723,초콜릿_커클랜드시그니춰초콜릿칩스,64.0,6.0,29.0
59724,초콜릿_코니미니초콜릿,55.56,5.56,38.89
59725,초콜릿_코포드쇼콜라,38.6,7.3,43.0
59726,초콜릿_쿠보토초캐비어크렘블레,46.3,6.1,34.1
59727,초콜릿_쿠보토쵸캐비어75,28.1,8.1,47.2
59728,초콜릿_쿠킹초콜릿큐브,57.0,7.0,27.0
59729,초콜릿_쿠폴다크8cm,51.0,5.0,33.0
59730,초콜릿_큐베발리,35.0,8.0,41.0
59731,초콜릿_큐브카카오72,46.67,10.0,43.33
59732,초콜릿_크리미카라멜초콜릿,48.0,5.0,39.0
59733,초콜릿_타이니탄메세지초콜릿,50.0,0.0,37.5
59734,초콜릿_태블릿 그랑크루 마다가스카 64,42.19,7.81,40.63
59735,초콜릿_태블릿 그랑크루 에콰도르 70,37.5,9.38,40.63
59736,초콜릿_태블릿 그랑크루 트리니다드 80,26.56,9.38,50.0
59737,초콜릿_태블릿다크멕시코,34.62,7.69,38.46
59738,초콜릿_토바도,36.0,7.0,39.8
59739,초콜릿_토블론스위스다크초콜릿,57.0,7.0,33.0
59740,초콜릿_토블론타이니다크,50.0,6.0,33.0
59741,초콜릿_투유마일드다크,53.33,6.67,33.33
59742,초콜릿_툴라칼럼,29.0,9.0,43.0
59743,초콜릿_트러플다크,46.0,4.0,34.0
59744,초콜릿_트뤼프다크,39.0,6.0,38.0
59745,과·채주스_청정청송자연애,12.25,0.17,0.0
59746,초콜릿_카카오소금초콜릿92,44.0,13.0,37.0
59747,초콜릿_카카오오렌지맛초콜릿,49.0,9.0,37.0
59748,초콜릿_카카오초콜릿58,51.0,11.0,33.0
59749,초콜릿_카카오초콜릿76,50.0,11.0,33.0
59750,초콜릿_카카오초콜릿85,44.76,12.38,37.14
59751,초콜릿_카카오초콜릿92,12.5,12.5,66.67
59752,초콜릿_카카오핏초콜릿,38.33,19.17,41.67
59753,초콜릿_카카오홍차맛초콜릿,49.0,9.0,37.0
59754,초콜릿_칼레다크초콜릿811,46.0,5.0,37.0
59755,초콜릿_칼레다크초콜릿811,46.0,5.0,37.0
59756,초콜릿_칼레다크초콜릿파워80,21.0,10.0,45.0
59757,초콜릿_칼레다크커버춰초콜릿811,46.0,5.0,37.0
59758,초콜릿_칼레초콜릿다크,31.0,9.0,39.0
59759,초콜릿_칼레초콜릿다크,43.0,6.0,38.0
59760,초콜릿_칼리바우트그라운드다크초콜릿,50.0,6.67,26.67
59761,초콜릿_칼리바우트다크청크초콜릿,61.0,4.0,26.0
59762,초콜릿_칼리바우트다크초콜릿,31.0,9.0,39.0
59763,초콜릿_칼리바우트초콜릿파우더,54.0,6.0,26.0
59764,초콜릿_칼파제르다크초콜릿,51.0,4.4,34.0
59765,초콜릿_커버쳐네로코61,52.0,7.0,37.0
59766,초콜릿_커클랜드시그니춰세미스위트초콜릿칩스,67.0,5.0,25.9
59767,초콜릿_커클랜드시그니춰초콜릿칩스,64.0,6.0,29.0
59768,과·채주스_청화블루베리&사과,12.5,0.1,0.0
59769,초콜릿_초코칩다크,53.0,6.0,28.0
59770,초콜릿_초코칩다크309,57.0,6.0,25.0
59771,초콜릿_초콜라토엑스트라폰덴테퍼소르베또,20.0,10.0,50.0
59772,초콜릿_초콜렛55,53.88,5.36,38.61
59773,초콜릿_초콜렛70,46.64,8.81,41.61
59774,초콜릿_초콜릿53,52.0,6.0,39.0
59775,초콜릿_초콜릿63,51.0,7.0,38.0
59776,초콜릿_초콜릿75,48.0,7.0,42.0
59777,초콜릿_초콜릿다크미니컵,53.33,6.67,30.0
59778,초콜릿_초콜릿다크트러플쉘,46.0,5.0,37.0
59779,초콜릿_초콜릿청크,62.0,5.0,23.0
59780,초콜릿_초콜릿청크101,68.0,2.0,26.0
59781,초콜릿_초콜릿칩,55.6,4.9,27.5
59782,초콜릿_초콜릿칩/코리750,55.6,4.9,27.5
59783,초콜릿_초콜릿펄케이스,50.0,7.0,32.0
59784,초콜릿_쵸콜렛스틱48,56.0,7.0,27.0
59785,초콜릿_쵸콜렛스틱48,55.0,6.0,29.0
59786,초콜릿_쵸콜릿촉피엔브이(쵸콜릿파우더),44.0,17.0,22.0
59787,초콜릿_카라노아,41.0,7.0,39.0
59788,초콜릿_카링고,38.0,8.0,39.0
59789,초콜릿_카카오녹차맛초콜릿,49.0,9.0,37.0
59790,초콜릿_카카오블루베리맛초콜릿,51.0,9.0,36.0
59791,초콜릿_카카오소금초콜릿85,45.0,13.0,36.0
59792,초콜릿_이타쿠자,47.0,6.0,37.0
59793,초콜릿_익스클루시브다크초콜릿(99),7.56,11.0,60.0
59794,초콜릿_자색고구마초콜릿,60.0,3.5,30.0
59795,초콜릿_제주석창포프랄린초콜릿,51.48,5.96,28.18
59796,초콜릿_제주하루방초콜릿,55.0,9.0,32.0
59797,초콜릿_제키스프리미엄다크56,55.0,5.0,37.5
59798,초콜릿_제키스프리미엄다크62,42.0,6.0,30.0
59799,초콜릿_제키스프리미엄다크72,33.0,9.0,38.0
59800,초콜릿_제키스프리미엄다크82,35.0,10.0,31.0
59801,초콜릿_제키스프리미엄다크92,32.0,12.0,32.0
59802,초콜릿_조론치60초콜릿,45.0,7.9,31.0
59803,초콜릿_조론치90초콜릿,18.0,11.0,48.0
59804,초콜릿_죠콜라인,37.0,8.0,43.0
59805,초콜릿_쥬빌리벨리지안다크초콜릿,47.8,5.0,35.0
59806,초콜릿_쥬빌리핑크초콜릿,53.0,6.0,36.0
59807,초콜릿_차프카누아,40.0,7.0,32.0
59808,초콜릿_초코가나슈밀크라즈베리리치화이트박스,60.1,5.0,33.9
59809,초콜릿_초코무스쿠오르디카카오75,23.2,8.1,52.2
59810,초콜릿_초코미니초콜릿,33.33,11.11,38.89
59811,초콜릿_초코비쥬보울헤이즐넛다크,42.0,7.0,43.0
59812,초콜릿_초코비쥬스틱오렌지다크,47.0,7.0,38.0
59813,초콜릿_초코진주펄,48.0,7.0,35.0
59814,초콜릿_초코진주펄,48.0,7.0,35.0
59815,초콜릿_엑셀런스 다크 99,28.0,16.0,52.0
59816,초콜릿_엑스트라다크초콜릿그레인,30.0,6.6,43.3
59817,초콜릿_엑스트라다크컬스초콜릿,41.6,7.2,37.9
59818,초콜릿_엑스트라비터,41.0,7.0,37.0
59819,초콜릿_엑스트라아메르67,38.0,9.0,38.0
59820,초콜릿_엘레강스,33.33,0.0,50.0
59821,초콜릿_오가닉다크72초콜릿,32.0,8.0,41.0
59822,초콜릿_오가닉다크85초콜릿,20.0,11.0,41.0
59823,초콜릿_오레오다크바초콜릿,56.0,8.0,42.0
59824,초콜릿_오렌지초콜릿그레인,46.6,6.6,36.6
59825,초콜릿_와피촉브라우니,52.5,5.0,20.0
59826,초콜릿_워커힐빈투바초콜릿,46.67,8.89,42.22
59827,초콜릿_위토스네로서브라임,32.0,9.6,41.0
59828,초콜릿_유기농초콜릿분말,76.67,6.67,16.67
59829,초콜릿_유산균초코볼,44.3,4.8,34.1
59830,초콜릿_의순공주,41.25,5.75,36.25
59831,초콜릿_이모션다크선물상자,53.0,7.0,36.7
59832,초콜릿_이퀄초콜릿리얼다크,47.5,7.5,40.0
59833,초콜릿_이퀄초콜릿리얼다크,50.0,10.0,40.0
59834,초콜릿_이퀄초콜릿스위트다크,55.0,5.0,37.5
59835,초콜릿_이퀄초콜릿스위트다크,55.0,5.0,37.5
59836,초콜릿_이클렛드카카오,45.83,6.67,41.67
59837,과·채주스_청해비트즙,9.13,1.75,0.0
59838,초콜릿_아몬드초코볼,50.0,10.42,34.38
59839,초콜릿_아비나오,21.0,12.0,48.0
59840,초콜릿_아이러브한국,48.15,7.41,37.04
59841,초콜릿_안도아누아,39.0,8.0,40.0
59842,초콜릿_앙탕스다크초콜릿,36.0,6.0,47.0
59843,초콜릿_약콩초콜릿,45.0,10.0,42.5
59844,초콜릿_어소트다크초콜릿,54.0,4.2,31.0
59845,초콜릿_어소트먼트오브밀크.화이트앤다크초콜릿피얼스,42.0,6.3,43.0
59846,초콜릿_에이비씨드림카카오72초코,39.0,11.0,46.0
59847,초콜릿_에콰도르오리진다크커버춰75,33.0,11.4,47.0
59848,초콜릿_에콰도르카카오56,55.0,6.0,38.0
59849,초콜릿_에콰토리얼누아55,46.0,6.0,38.0
59850,초콜릿_에클라누아,41.0,7.0,37.0
59851,초콜릿_에클레드카카오,37.5,5.5,48.3
59852,초콜릿_엑설런스다크70,46.0,9.5,41.0
59853,초콜릿_엑설런스다크85,35.0,12.5,46.0
59854,초콜릿_엑설런스다크90,14.0,10.0,55.0
59855,초콜릿_엑설런스다크99,28.0,16.0,52.0
59856,초콜릿_엑설런스다크씨솔트,58.2,6.2,32.0
59857,초콜릿_엑설런스리치다크85,35.14,12.57,46.0
59858,초콜릿_엑셀런스 다크 70,46.0,9.5,41.0
59859,초콜릿_엑셀런스 다크 85,35.0,12.5,46.0
59860,초콜릿_엑셀런스 다크 90,14.0,10.0,55.0
59861,초콜릿_스텔라오리진인텐스트리니다드,17.0,7.0,35.0
59862,초콜릿_스틱초콜릿,57.0,5.0,29.0
59863,초콜릿_스틱초콜릿44,59.0,6.0,25.0
59864,초콜릿_실버코메트,23.2,8.1,52.2
59865,초콜릿_심플62,55.0,7.5,35.0
59866,초콜릿_심플72,50.0,7.5,37.5
59867,초콜릿_심플82,42.5,10.0,42.5
59868,초콜릿_썩세션다크커버춰58.5,33.0,11.4,47.0
59869,초콜릿_썩세션다크커버춰72,33.0,8.1,46.0
59870,초콜릿_쑈꼴라뿔,55.56,5.56,38.89
59871,초콜릿_아라과니72,33.0,8.0,44.0
59872,초콜릿_아리바72,46.67,0.0,46.67
59873,초콜릿_아리바다크다이아몬드72,33.0,9.0,40.0
59874,초콜릿_아리바다크드롭스,56.0,5.0,28.0
59875,초콜릿_아리바다크디스크,33.0,8.6,40.0
59876,초콜릿_아리바다크디스크32/34,48.0,5.8,34.0
59877,초콜릿_아리바다크초콜릿,48.0,6.0,34.0
59878,초콜릿_아리바다크초콜릿57,46.0,5.0,37.0
59879,초콜릿_아리바다크초콜릿디스크54,48.0,6.0,34.0
59880,초콜릿_아리바다크초콜릿디스크60,43.0,6.0,40.0
59881,초콜릿_아망드쇼콜라,56.0,9.0,29.0
59882,초콜릿_아몬드쇼꼴라다크,40.0,16.0,42.0
59883,초콜릿_아몬드오쇼드롱,36.67,5.83,46.67
59884,초콜릿_센세이션만자리,42.0,5.0,30.0
59885,초콜릿_셈페르생초코,43.9,5.5,29.7
59886,초콜릿_쇼꼴라노아젯트,44.44,6.67,37.78
59887,초콜릿_쇼코아틀리에다크72,42.5,10.0,47.5
59888,초콜릿_쇼코아틀리에비건다크초콜릿,41.88,8.75,46.25
59889,초콜릿_쇼코아틀리에비건솔트초콜릿,45.0,10.0,42.5
59890,초콜릿_쇼코아틀리에비건초콜릿,44.38,10.0,42.5
59891,초콜릿_쇼코아틀리에산양삼초콜릿,55.56,5.56,38.89
59892,초콜릿_쇼코아틀리에약콩,45.0,10.0,42.5
59893,초콜릿_쇼코카카오72,52.0,8.0,44.0
59894,초콜릿_슈카자일리톨로단맛을낸다크초콜릿,28.75,7.5,47.5
59895,초콜릿_슈카자일리톨로단맛을낸밀크초콜릿,42.5,7.5,43.75
59896,초콜릿_슈카자일리톨로단맛을낸비건초콜릿,38.75,5.0,43.75
59897,초콜릿_슈카자일리톨로단맛을낸솔트캐러멜초콜릿,47.5,7.5,38.75
59898,초콜릿_슈카자일리톨로단맛을낸페퍼민트다크초콜릿,28.75,7.5,47.5
59899,초콜릿_슈프레모62,36.0,6.6,37.8
59900,초콜릿_스노우쇼콜라,46.67,5.0,30.0
59901,초콜릿_스몰다크모카빈,51.0,5.2,31.0
59902,초콜릿_스위스씬즈다크,49.0,4.8,37.0
59903,초콜릿_스위스클래식다크,60.0,5.0,32.0
59904,초콜릿_스타벅스다크초콜릿,31.0,9.0,39.0
59905,초콜릿_스텔라오리진인텐스코스타리카,30.0,5.0,30.0
59906,초콜릿_본정인삼트러플초콜릿,53.33,6.67,40.0
59907,초콜릿_본정홍삼트러플초콜릿,53.33,6.67,40.0
59908,초콜릿_뵨스테드유기농다크초콜렛,20.4,8.2,53.3
59909,초콜릿_뵨스테드유기농다크초콜릿(카카오92),13.1,8.5,59.4
59910,초콜릿_뵨스테드유기농슈페리어다크초콜렛,33.1,6.6,45.8
59911,초콜릿_브라운미니초콜릿,55.56,5.56,38.89
59912,초콜릿_브로데릭미니바이츠,60.0,6.0,29.0
59913,초콜릿_블랙로즈,52.63,7.89,36.84
59914,초콜릿_블로솜다크쵸콜릿,54.0,6.0,29.0
59915,초콜릿_비건흑임자초콜릿,52.83,11.32,32.08
59916,초콜릿_비바니유기농다크100,7.5,8.75,63.75
59917,초콜릿_비바니유기농다크85초콜릿,20.4,8.2,53.3
59918,초콜릿_비바니유기농다크92초콜릿,12.5,8.75,60.0
59919,초콜릿_비바니유기농다크99초콜릿,7.5,8.75,63.75
59920,초콜릿_비바니유기농슈페리어다크초콜릿,33.1,6.6,45.8
59921,초콜릿_비바니유기농진저&터메릭초콜릿,20.0,8.75,50.0
59922,초콜릿_빅토리초콜릿,59.0,6.0,31.7
59923,초콜릿_빈투바다크초콜릿,56.0,9.33,30.67
59924,초콜릿_사오팔메60,43.0,6.0,39.0
59925,초콜릿_사파리프렌즈미니초콜릿,33.33,11.11,38.89
59926,초콜릿_사하라다크디스크초콜렛,43.0,5.6,40.0
59927,초콜릿_샐리미니초콜릿,55.56,5.56,38.89
59928,초콜릿_밀크생초콜릿,38.0,6.0,43.0
59929,초콜릿_바다소금85카카오초콜릿,46.67,8.57,40.0
59930,초콜릿_바이오다크초콜릿,47.6,11.8,35.9
59931,초콜릿_바이오다크초콜릿민트,35.9,8.8,39.5
59932,초콜릿_바이오다크초콜릿시나몬,49.3,7.5,39.1
59933,초콜릿_바인리히다크85오렌지초콜릿,20.4,8.5,53.3
59934,초콜릿_바인리히다크커버처드롭초콜릿,45.0,7.0,35.9
59935,초콜릿_바인리히다크커버처초콜릿,46.8,6.3,32.6
59936,초콜릿_바인리히파인다크초콜릿(코코아70),32.2,6.7,46.3
59937,초콜릿_바인리히파인다크초콜릿(코코아85),20.4,8.2,53.3
59938,초콜릿_바인리히파인다크초콜릿(코코아92),14.0,9.0,57.0
59939,초콜릿_바토넷젯60,38.0,6.0,31.0
59940,초콜릿_바통브랑제초콜릿,57.0,5.0,26.0
59941,초콜릿_바통브랑제초콜릿,57.0,5.0,26.0
59942,초콜릿_반호튼다크초콜릿,46.0,5.0,36.0
59943,초콜릿_발레리나컵마블,53.0,6.0,32.0
59944,초콜릿_방탄초콜릿,42.31,7.69,50.0
59945,초콜릿_배트,52.0,6.0,32.0
59946,초콜릿_뱅끼쿠보토다크85,24.2,11.4,48.4
59947,초콜릿_베리컬리벗다크초콜릿,40.0,6.0,34.0
59948,초콜릿_벵끼쵸캐비어80,23.3,10.0,46.6
59949,초콜릿_벵끼토핑초콜릿,25.0,3.0,64.4
59950,초콜릿_린도볼엑스트라다크,40.5,5.0,52.0
59951,초콜릿_마다카스카르64,46.67,6.67,46.67
59952,초콜릿_마라카이보88,33.33,13.33,53.33
59953,초콜릿_마라카이보인텐소66,38.0,7.0,39.0
59954,초콜릿_마라카이보크레시피카도65,46.67,6.67,46.67
59955,초콜릿_마라카이보크레오레49,53.33,6.67,46.67
59956,초콜릿_마켓오초콜릿오리지널,55.56,8.33,33.33
59957,초콜릿_마호니다크72,37.0,8.0,40.0
59958,초콜릿_만자리64,39.0,7.0,37.0
59959,초콜릿_말차다크생초콜릿,38.0,6.0,37.0
59960,초콜릿_말촉다크초콜릿,46.0,5.0,36.0
59961,초콜릿_메리크리스마스글랜블랜드,40.0,8.0,41.0
59962,초콜릿_멕시칸초콜릿,51.0,5.0,32.0
59963,초콜릿_모링가랑초코,43.9,6.9,42.5
59964,초콜릿_모링가생랑초코,44.5,5.5,32.6
59965,초콜릿_무설탕카카오볼,43.33,6.67,36.67
59966,초콜릿_미니다크초코볼,60.0,6.67,33.33
59967,초콜릿_미니따블렛,53.33,6.67,33.33
59968,초콜릿_미니망디앙,48.89,8.89,37.78
59969,초콜릿_미니컵초콜릿,52.0,6.0,32.0
59970,초콜릿_민트향다크초콜릿트윅스,50.67,5.33,28.0
59971,초콜릿_밀싹초콜릿,60.0,3.5,35.0
59972,과·채주스_카리카노니주스,6.7,0.0,0.0
59973,초콜릿_로터리파크에그맨다크초콜릿72,32.5,8.75,37.5
59974,초콜릿_로터리파크요요캣다크초콜릿62,52.5,6.25,38.75
59975,초콜릿_로투스다크바초콜릿,58.0,6.0,42.0
59976,초콜릿_롯데56드림카카오,50.0,8.14,38.37
59977,초콜릿_롯데72드림카카오,39.0,8.0,43.0
59978,초콜릿_롯데드림카카오닙스,39.53,8.14,43.02
59979,초콜릿_롯데드림카카오닙스미니,58.0,8.0,39.0
59980,초콜릿_르본다크초콜릿,42.5,6.7,34.8
59981,초콜릿_리뉴얼초코다크,53.33,6.67,36.67
59982,초콜릿_리얼다크,50.0,5.0,35.0
59983,초콜릿_리얼밀크,50.0,5.0,35.0
59984,초콜릿_리얼초코볼,56.25,6.25,36.25
59985,초콜릿_리치초콜릿,44.0,6.0,42.0
59986,초콜릿_리터 카카오셀렉션 엑스트라인텐스 81,20.0,9.4,52.0
59987,초콜릿_리터 카카오셀렉션 인텐스 74,27.0,7.0,50.0
59988,초콜릿_리터 카카오셀렉션 파인 61,40.0,5.6,45.0
59989,초콜릿_리터스포트 다크 홀아몬드,38.0,10.0,39.0
59990,초콜릿_리터스포트미니카카오셀렉션,30.0,7.5,48.0
59991,초콜릿_리터카카오셀렉션스무스55,35.0,8.5,45.0
59992,초콜릿_리터카카오셀렉션인텐스74,27.0,7.0,50.0
59993,초콜릿_리터카카오셀렉션파인61,40.0,5.6,45.0
59994,초콜릿_린도볼다크벌크,48.4,4.1,45.9
59995,과·채주스_카딘석류주스,14.0,0.0,0.0
59996,초콜릿_라인프렌즈초콜릿,50.0,0.0,33.33
59997,초콜릿_랜서다크,47.6,5.5,35.0
59998,초콜릿_러브레터,50.77,6.15,41.54
59999,초콜릿_레너드미니초콜릿,55.56,5.56,38.89
60000,초콜릿_레인디어씰,48.0,6.0,36.0
60001,초콜릿_레지나 프로틴 다크 초콜릿,32.0,28.0,36.0
60002,초콜릿_레지나 프로틴 다크 초콜릿 시리얼&아몬드,32.0,29.0,34.0
60003,초콜릿_로렉스초콜릿,40.0,7.0,43.0
60004,초콜릿_로스팅마스터즈니카라과빈투바,50.0,10.0,35.0
60005,초콜릿_로스팅마스터즈빈투바,50.0,10.0,35.0
60006,초콜릿_로스팅마스터즈에콰도르빈투바,50.0,10.0,35.0
60007,초콜릿_로얄마카다미아초콜릿,46.0,8.0,43.0
60008,초콜릿_로이즈판초콜릿-블랙,48.0,6.0,43.0
60009,초콜릿_로이즈퓨어초콜릿-가나스위트,48.0,5.6,42.4
60010,초콜릿_로이즈퓨어초콜릿-마일드비터,34.9,9.4,52.2
60011,초콜릿_로이즈퓨어초콜릿-베네수엘라비트,42.4,7.0,47.4
60012,초콜릿_로이즈퓨어초콜릿-스위트,51.1,5.0,42.0
60013,초콜릿_로이즈퓨어초콜릿-엑스트라비터,27.1,9.6,59.8
60014,초콜릿_로이즈퓨어초콜릿-콜롬비아밀크,44.6,6.9,44.6
60015,초콜릿_로이즈퓨어초콜릿-콜롬비아비터,48.6,4.8,42.4
60016,초콜릿_로터리파크드렁큰베어다크초콜릿56,47.5,5.0,36.25
60017,초콜릿_로터리파크디스덕다크초콜릿82,23.75,11.25,41.25
60018,초콜릿_단델라이온초촐렛골라레인포레스트70,50.0,8.9,37.5
60019,초콜릿_단델라이온초콜렛마야마운틴70,50.0,8.9,37.5
60020,초콜릿_단백질공화국다크초콜릿,42.5,20.0,32.5
60021,초콜릿_단백질초콜릿,46.67,10.0,38.07
60022,초콜릿_덤벨빈투바프로틴초콜릿,41.0,22.0,35.0
60023,초콜릿_데코레트초콜릿,59.0,6.0,32.0
60024,초콜릿_도브프라미스다크,60.0,5.0,33.0
60025,초콜릿_둘씨미엘,54.68,4.84,37.96
60026,초콜릿_드롭다크초콜릿,48.0,6.0,35.0
60027,초콜릿_드림카카오56,54.65,8.14,38.37
60028,초콜릿_드림카카오72,45.35,10.47,45.35
60029,초콜릿_드림카카오82,43.02,10.47,47.67
60030,초콜릿_드림카카오82가바,34.88,12.79,47.67
60031,초콜릿_드림카카오제로,56.25,9.38,31.25
60032,초콜릿_디바인다크70코코아초콜릿바,31.43,5.71,45.71
60033,초콜릿_디바인익스퀴스트리리치다크초콜릿,22.22,8.89,51.11
60034,초콜릿_딤블컵다크,47.0,6.0,32.4
60035,초콜릿_따블렛53,52.0,6.0,39.0
60036,초콜릿_따블렛63,51.0,7.0,38.0
60037,초콜릿_따블렛75,48.0,7.0,42.0
60038,초콜릿_딸기초콜릿,60.0,3.0,35.0
60039,초콜릿_라수이사폰드네로70,33.0,11.0,36.0
60040,과·채주스_카누슨유기농푸룬주스,19.2,0.42,0.0
60041,초콜릿_다크초콜릿커버춰70,34.2,8.2,37.9
60042,초콜릿_다크초콜릿커버춰70라체부르크칩,37.0,7.3,42.0
60043,초콜릿_다크초콜릿커버춰미아메르,42.0,5.0,40.0
60044,초콜릿_다크초콜릿커버춰엑셀랑스,45.0,5.0,37.0
60045,초콜릿_다크초콜릿커버춰엑셀랑스,45.0,5.0,37.0
60046,초콜릿_다크초콜릿커버춰엑셀랑스(피스톨),45.0,5.0,37.0
60047,초콜릿_다크초콜릿커버춰엑셀랑스(피스톨),45.0,5.0,37.0
60048,초콜릿_다크초콜릿커버춰오코아,31.0,8.0,40.0
60049,초콜릿_다크초콜릿커버춰이나야,36.0,9.0,33.0
60050,초콜릿_다크초콜릿커버춰칩아이보리코스트55,49.0,5.9,35.0
60051,초콜릿_다크초콜릿커버춰칩아이보리코스트60,45.0,5.8,39.0
60052,초콜릿_다크초콜릿컬,52.0,5.0,30.0
60053,초콜릿_다크초콜릿포스누아,50.0,6.0,29.0
60054,초콜릿_다크커버춰초콜릿/트리니아,30.7,7.7,42.8
60055,초콜릿_다크커버춰초콜릿유노이아,32.0,8.0,42.0
60056,초콜릿_다크커버춰초콜릿플레르드카오,31.0,8.0,43.0
60057,초콜릿_다크커버춰초콜릿플레르드카오,31.0,8.0,43.0
60058,초콜릿_다크컬스초콜릿,46.0,6.0,34.0
60059,초콜릿_다크콜렉션베트남73,32.0,8.0,43.0
60060,초콜릿_닥터카카오66,33.33,0.0,50.0
60061,초콜릿_닥터카카오88,31.82,9.09,54.55
60062,냉면_물냉면,10.31,1.96,0.64
60063,초콜릿_다크초콜릿,42.5,10.0,45.0
60064,초콜릿_다크초콜릿,42.2,5.8,37.5
60065,초콜릿_다크초콜릿,48.0,6.0,35.0
60066,초콜릿_다크초콜릿,62.0,5.0,25.0
60067,초콜릿_다크초콜릿50/50/32,52.0,5.0,32.0
60068,초콜릿_다크초콜릿56.5,55.0,5.0,38.0
60069,초콜릿_다크초콜릿58,51.11,10.0,35.56
60070,초콜릿_다크초콜릿70카카오,33.0,10.0,40.0
60071,초콜릿_다크초콜릿72,29.0,10.0,38.0
60072,초콜릿_다크초콜릿92.5,40.0,15.0,40.0
60073,초콜릿_다크초콜릿F7342페루,31.0,8.0,45.0
60074,초콜릿_다크초콜릿F74마다가스카,29.0,9.0,46.0
